session_type,driver_number,transcription,player_ts,duration_ms,inserted_at
quali,10,"I'm going to back right for turn 2. Back right for turn 2.",2023-08-26 13:29:24,6880,2023-08-26 13:29:34
quali,11,"I think we go for the next lap. Yep, Russell at three seconds behind.",2023-08-26 13:29:25,6944,2023-08-26 13:29:31
quali,23,From outside happy to keep pushing.,2023-08-26 13:29:13,5429,2023-08-26 13:29:14
quali,16,Sainz lap time 25.6.,2023-08-26 13:29:04,6837,2023-08-26 13:29:12
quali,63,And that was P2 for lap 1.,2023-08-26 13:28:57,5685,2023-08-26 13:29:01
quali,44,So we just keep going with consecutives.,2023-08-26 13:28:53,5301,2023-08-26 13:28:58
quali,55,I need another build. Copy.,2023-08-26 13:28:51,6794,2023-08-26 13:28:58
quali,10,14 second gap behind now.,2023-08-26 13:28:54,5493,2023-08-26 13:28:57
quali,10,"Let's keep the speed up. You've got, Piastri, two seconds behind time-lapse.",2023-08-26 13:28:42,7605,2023-08-26 13:28:49
quali,14,"We've got 6 seconds gap ahead.",2023-08-26 13:28:39,5194,2023-08-26 13:28:42
quali,63,Gap ahead five seconds. Keep pushing consecutive.,2023-08-26 13:28:32,6346,2023-08-26 13:28:38
quali,14,"Behind Perez there's a 7 saying happy if you need it. So Verstappen's 4 ahead, Perez 2 behind. Perez is pushing. Verstappen 4 ahead, Perez still 2 behind. It'd be go 1. Perez still 2 and a half behind. It'd be go 1. Good.",2023-08-26 13:28:19,16650,2023-08-26 13:28:34
quali,2,The red. Can we push for the red expected?,2023-08-26 13:28:24,6368,2023-08-26 13:28:28
quali,22,"Tyres are already out of oil, man.",2023-08-26 13:28:22,5450,2023-08-26 13:28:28
quali,18,"So Verstappen 6.5. So Piastri's going. There'll be no queuing. There'll be no queuing. So Verstappen 5. Verstappen 5. Don't back up to Verstappen too much. Your gap ahead is 3 to Sargent. 4.5 back to Verstappen. So 4 ahead.",2023-08-26 13:27:58,27957,2023-08-26 13:28:27
quali,14,"So Perez is still three seconds back. You've got four seconds ahead to the start.",2023-08-26 13:28:14,6730,2023-08-26 13:28:19
quali,14,"These tyres are lower temperatures than the last session. Fastest laps, so they might need a little bit of warming up. So Perez is four behind VAR. Be clear ahead of Yusuf, shouldn't be any bunching. If Perez catches you, there's a seven second gap behind him.",2023-08-26 13:27:56,18378,2023-08-26 13:28:14
quali,44,No grip.,2023-08-26 13:27:56,4746,2023-08-26 13:28:02
quali,10,Checking cruise charge off. Four second gap now.,2023-08-26 13:27:52,8544,2023-08-26 13:27:59
quali,18,"Verstappen, 7.",2023-08-26 13:27:54,5834,2023-08-26 13:27:59
quali,81,I have understeer at turn 5 and oversteer at turn 8.,2023-08-26 13:27:54,5557,2023-08-26 13:27:58
quali,22,"3.5, 4, 5, charge off, go.",2023-08-26 13:27:44,9098,2023-08-26 13:27:55
quali,10,Only Norris left now.,2023-08-26 13:27:46,6346,2023-08-26 13:27:53
quali,14,"Six fast cars, Perez five back and then there's seven second gap.",2023-08-26 13:27:46,7136,2023-08-26 13:27:52
quali,18,"Sergeant 2, Sergeant 2. Still 25 ahead to Piastri. Sergeant 2 and then Verstappen 9. Sergeant passing you now. Verstappen 9 and then Fernando behind him. So there's a minimal...",2023-08-26 13:27:35,18229,2023-08-26 13:27:52
quali,81,"Okay, you're clear behind. You can manage the gap to Gasly.",2023-08-26 13:27:45,6538,2023-08-26 13:27:50
quali,4,"Quite a bit of space too, Gasly.",2023-08-26 13:27:43,5621,2023-08-26 13:27:48
quali,22,Albon free in front.,2023-08-26 13:27:40,4960,2023-08-26 13:27:46
quali,4,Open the gap all the way to Gasly when you can. Three cars still to go. Everybody behind in phase.,2023-08-26 13:27:31,11872,2023-08-26 13:27:46
quali,10,"Eau Claire behind. There's two cars up front still.",2023-08-26 13:27:41,6858,2023-08-26 13:27:46
quali,16,And we have the same win as before.,2023-08-26 13:27:39,6197,2023-08-26 13:27:45
quali,14,"First position is Verstappen. Verstappen is 5 behind you at the moment. And then there's a 6 second gap and then an 8 second gap. So Verstappen is 3.5 behind fast. You're 6 second gap ahead. So Verstappen 2.5 fast. And then there's a 5 second gap. So Verstappen 1 behind.",2023-08-26 13:27:17,27061,2023-08-26 13:27:44
quali,23,"Okay, so gaps ahead six seconds and behind six to Tsunoda. So, go switch to go out and mode 11. Mode 11. And all okay on the PU side from us. So, just three cars starting push ahead. Sainz, Leclerc and Hulkenberg. Sainz is going now. D'Angelo, Leclerc, Hulkenberg. Still four back to Tsunoda. Hulkenberg should be going now. Gap three ahead. Go switch to go push.",2023-08-26 13:27:12,31669,2023-08-26 13:27:43
quali,27,"It's a very small difference anyway. Mode push, mode push, gap ahead is 3, 4, 5.",2023-08-26 13:27:33,11530,2023-08-26 13:27:43
quali,22,Offset minus one. Nobody pushing behind. Two cars preparing.,2023-08-26 13:27:31,8309,2023-08-26 13:27:40
quali,22,Three cars preparing.,2023-08-26 13:27:26,4938,2023-08-26 13:27:37
quali,44,So we do a double push.,2023-08-26 13:27:31,5322,2023-08-26 13:27:37
quali,18,"OK, Lance, you've got Sargent last corner, starting a lap, so he's 20 or so behind. Correction, 8 behind, 8 behind. So he's crossed the start-finish now. 20 seconds ahead to Pax. 4 back to Sargent, so you can push on now. 22 ahead to Piastri. His tyres are on the low side. So Sargent 2.5. We're going to let him go in the middle of the lap and then that'll be your gap. Fernando's 6 behind out that.",2023-08-26 13:26:55,39648,2023-08-26 13:27:37
quali,27,"I would go sock 2 or 7. Not so far. Yeah, but this, well, we need to run up to 4 laps on this run. Keep it in sock 4 because we want to optimise for the next tyre. OK.",2023-08-26 13:27:20,14901,2023-08-26 13:27:34
quali,4,Car behind is Gasly in phase with you. A few cars in a queue at the end of the lap. Four cars yet to open a lap.,2023-08-26 13:27:19,12597,2023-08-26 13:27:32
quali,22,"Yuki, no more rain expected. We have four cars preparing.",2023-08-26 13:27:18,7413,2023-08-26 13:27:26
quali,16,No one pushing behind.,2023-08-26 13:27:22,5301,2023-08-26 13:27:26
quali,27,"Russell's starting his lap, so you have three ahead.",2023-08-26 13:27:13,6496,2023-08-26 13:27:21
quali,1,"The grip will be second for the first lap, I think, folks.",2023-08-26 13:27:13,6048,2023-08-26 13:27:20
quali,11,"So, tyres are on the cool side. Just build the tap.",2023-08-26 13:27:12,5301,2023-08-26 13:27:17
quali,4,Strat 7 for continuous laps. Strat 2 for fast slow fast.,2023-08-26 13:27:09,7989,2023-08-26 13:27:17
quali,63,"Six seconds. Strat 5. Six seconds. It'll be Strat 5. Good to go.",2023-08-26 13:27:10,6368,2023-08-26 13:27:15
quali,44,"I'll get front steward.",2023-08-26 13:27:11,5130,2023-08-26 13:27:15
quali,23,Penalty.,2023-08-26 13:27:07,5002,2023-08-26 13:27:11
quali,10,"OK, all clear in terms of traffic at the moment. Sorry, slightly spread out as well.",2023-08-26 13:27:02,9653,2023-08-26 13:27:11
quali,4,"Lando, if you won't continue slaps...",2023-08-26 13:27:02,6069,2023-08-26 13:27:10
quali,27,Two Mercedes are in 12.,2023-08-26 13:27:07,6453,2023-08-26 13:27:09
quali,16,Only on the main straight and last lap was fine. Copy that.,2023-08-26 13:26:59,10698,2023-08-26 13:27:09
quali,63,"Copy that, understood. So it will be Strat 5. Four consecutive laps. Gap ahead 11 seconds. Now 10, 9, 8, 7, 6, 5, 4, 3, 2, 1.",2023-08-26 13:26:50,16458,2023-08-26 13:27:07
quali,1,"OK, good to go.",2023-08-26 13:26:59,4704,2023-08-26 13:27:05
quali,27,"OK, you've got the two Mercedes and two Ferraris ahead. The rest of the people are further ahead. No one pushing behind.",2023-08-26 13:26:55,12021,2023-08-26 13:27:05
quali,11,"OK, I want five seconds. No rush here.",2023-08-26 13:26:59,5920,2023-08-26 13:27:04
quali,1,"Increase gap for Sargeant. Remember we've got consecutive laps.",2023-08-26 13:26:52,6880,2023-08-26 13:27:00
quali,44,So four ahead and four behind.,2023-08-26 13:26:54,5322,2023-08-26 13:26:59
quali,11,"Okay, Sargeant's going slow, opening his laps for reasons I'm not going to tell you now. Nice gap to Max.",2023-08-26 13:26:47,8180,2023-08-26 13:26:58
quali,16,"The weird thing that we see is the lack of load on the rear. Oh well, just to know.",2023-08-26 13:26:48,10058,2023-08-26 13:26:56
quali,63,Probably the same level of wetness at the back half of the track as it was in Q1.,2023-08-26 13:26:42,9376,2023-08-26 13:26:51
quali,1,"Sergeant's backed out a little bit ahead of you, so just increase the gap to him again.",2023-08-26 13:26:42,8928,2023-08-26 13:26:51
quali,2,"I should have gone 5, 4, and you could have gone 3.",2023-08-26 13:26:45,8138,2023-08-26 13:26:50
quali,55,I have superglue.,2023-08-26 13:26:41,5386,2023-08-26 13:26:46
quali,22,"OK, Yuki, so we lost a bit of time, so it's going to be a push-cull-push twice now, push-cull-push, so fast outlap for warm-up. You can go mode 1, mode 1 in background.",2023-08-26 13:26:27,16778,2023-08-26 13:26:45
quali,11,"It's no threats behind. Stop building that gap. No threats behind. Stop building that gap. Max has a clean run here. Max has a clean run here.",2023-08-26 13:26:32,10933,2023-08-26 13:26:43
quali,81,The car ahead is Gasly.,2023-08-26 13:26:37,5344,2023-08-26 13:26:41
quali,23,"OK, so Hulkenberg four ahead, Tsunoda six behind.",2023-08-26 13:26:35,7392,2023-08-26 13:26:41
quali,10,B-Bal offset plus one.,2023-08-26 13:26:33,6133,2023-08-26 13:26:38
quali,2,"I'll stop in 11. There's a gap of 12 for Verstappen behind and we want to use that. So back off as much as you can now. Let you know when to open.",2023-08-26 13:26:27,10677,2023-08-26 13:26:37
quali,23,"Everything okay from our side. So we just need to build a bit of a gap to the car ahead. I think it's Hulkenberg. Yeah, so behind we've got seven seconds to Tsunoda.",2023-08-26 13:26:19,11381,2023-08-26 13:26:30
quali,44,"So, now 3 ahead and 4 ahead.",2023-08-26 13:26:20,6794,2023-08-26 13:26:29
quali,16,"No rain for this session, Q2. Track is clear.",2023-08-26 13:26:10,8757,2023-08-26 13:26:19
quali,1,Currently around minus 20 compared to target.,2023-08-26 13:26:03,6453,2023-08-26 13:26:15
quali,23,What do we do about the engine?,2023-08-26 13:26:11,5280,2023-08-26 13:26:13
quali,16,Rain expected for the session or no rain?,2023-08-26 13:26:04,6346,2023-08-26 13:26:09
quali,55,"Shock 4 and avoid to stay on the clutch as you did for overeating. All clear, all clear.",2023-08-26 13:25:58,10741,2023-08-26 13:26:07
quali,63,"So, current run profile looks like two consecutives, then a cool down and push again. 10 seconds ahead now to Perez.",2023-08-26 13:25:54,12874,2023-08-26 13:26:07
quali,44,"So you've got three ahead.",2023-08-26 13:25:57,4938,2023-08-26 13:26:00
quali,1,Just really focus on building temperature.,2023-08-26 13:25:52,5600,2023-08-26 13:25:58
quali,16,Brake balance minus one when you can.,2023-08-26 13:25:48,6816,2023-08-26 13:25:56
quali,23,"Okay, good job Alex.",2023-08-26 13:25:52,5920,2023-08-26 13:25:55
quali,63,"Hang on, we'll get it.",2023-08-26 13:25:51,4746,2023-08-26 13:25:54
quali,55,I will target to put the new set as late as possible. We can go 4 plus 3. Copy.,2023-08-26 13:25:42,11253,2023-08-26 13:25:54
quali,2,"I've used that on lap 2 as well.",2023-08-26 13:25:49,5493,2023-08-26 13:25:52
quali,63,So gap ahead now four seconds to Perez. Five.,2023-08-26 13:25:44,8053,2023-08-26 13:25:51
quali,23,Everybody get behind this hat in front of the AlphaTauri.,2023-08-26 13:25:46,6538,2023-08-26 13:25:49
quali,2,"OK, I've got six seconds to Verstappen. Do your lap. If you back off, it's only turn 12.",2023-08-26 13:25:37,10336,2023-08-26 13:25:47
quali,55,And we have a 3 plus 4 if we pitstop.,2023-08-26 13:25:33,7968,2023-08-26 13:25:43
quali,23,"OK, that's Russell going, then that's Hamilton just in front. Sights have been difficult, so just whenever you can now.",2023-08-26 13:25:33,11317,2023-08-26 13:25:42
quali,44,"It looks like it's through the corner, so just a little bit offset.",2023-08-26 13:25:34,6282,2023-08-26 13:25:39
quali,55,From the radar is no rain. Shock 4. No rain expected in the session.,2023-08-26 13:25:22,9952,2023-08-26 13:25:34
quali,27,"It's five seconds, Nico. You said after Sainz we go? After Sainz, Matt's going to try and get you in there. Yep, that's where we should be in the queue.",2023-08-26 13:25:15,14410,2023-08-26 13:25:33
quali,44,"So green light 5. I don't know where I'm losing most time. It's predominantly turn 8 and 13.",2023-08-26 13:25:13,10464,2023-08-26 13:25:27
quali,2,"That's it.",2023-08-26 13:25:19,6688,2023-08-26 13:25:24
quali,1,"So pull toggle now, right? For sectors 1 and 3? Five seconds. Push toggle for sectors 1 and 3. Push toggle.",2023-08-26 13:25:10,12085,2023-08-26 13:25:23
quali,22,Fucking hell!,2023-08-26 13:25:18,5514,2023-08-26 13:25:23
quali,16,And green light.,2023-08-26 13:25:18,5792,2023-08-26 13:25:22
quali,23,That should be green light now.,2023-08-26 13:25:18,5834,2023-08-26 13:25:20
quali,11,"OK, so it's five seconds.",2023-08-26 13:25:11,5045,2023-08-26 13:25:19
quali,23,"10 seconds. So two Mercedes and then the next car is Sainz, so we need to be trying to go in front of Sainz if we can.",2023-08-26 13:25:09,10037,2023-08-26 13:25:17
quali,55,"When is it stopping? I don't know. Let me go to...",2023-08-26 13:25:04,9397,2023-08-26 13:25:13
quali,27,You say after Sainz?,2023-08-26 13:25:09,5237,2023-08-26 13:25:13
quali,2,"OK, some more feedback on driving. Turn 3. Off the brake a bit earlier and brake a bit later. Turn 11 and 13. The big thing about this run will be you can manage... Start the engine, please. Start the engine. 30 seconds. You can manage your outlap. Be careful, the Red Bull are behind you. They might want to pass you, but manage your outlap. El Boat, we're looking at 4 and 2 or 4 and 3. I'll confirm. That's 15 seconds. We have this. Get the laps there, mate. We have this.",2023-08-26 13:24:38,34869,2023-08-26 13:25:12
quali,55,"Winder in the stop, so it should be getting better and better.",2023-08-26 13:24:56,7946,2023-08-26 13:25:03
quali,44,So 20 seconds to green light.,2023-08-26 13:24:57,5301,2023-08-26 13:25:03
quali,22,"Yuki, let's do mode 3. So, two-push narrow, whole-push, basically.",2023-08-26 13:24:56,8650,2023-08-26 13:25:02
quali,23,"So, Arnie will try and guide you out behind Hamilton. So, you've got Perez just in front of you. So, there's two Mercs, it's the second of the two Mercedes, but there is an Albatteri right next to you trying to push out as well, so just a bit of caution there. But, so, we let the Red Bull, two Mercedes. So, Red Bull, two Mercedes go, and then that's our place. And that's 30 seconds to green light.",2023-08-26 13:24:31,25696,2023-08-26 13:24:59
quali,27,"So we're going to let Hamilton go and then we're after the first Ferrari, which is Sainz. Well, it didn't quite work like that before. They didn't let us in. Yeah, but they will now.",2023-08-26 13:24:41,17525,2023-08-26 13:24:56
quali,1,"And that's 25 seconds.",2023-08-26 13:24:48,5941,2023-08-26 13:24:53
quali,55,Is the track going to get better or worse?,2023-08-26 13:24:45,6496,2023-08-26 13:24:52
quali,16,And you can protect mode push.,2023-08-26 13:24:40,7477,2023-08-26 13:24:48
quali,63,"So, 40 seconds. That will fire up. MQK fire up.",2023-08-26 13:24:36,12704,2023-08-26 13:24:47
quali,22,"It's going to be a build, push, cool, push, and then we have push, cool, push at the end.",2023-08-26 13:24:32,9141,2023-08-26 13:24:41
quali,16,"Sock six, please. Sock six.",2023-08-26 13:24:34,6645,2023-08-26 13:24:40
quali,44,"So you've not made any changes, right? So the change to the rear, just to stop that increase towards the end of the session.",2023-08-26 13:24:28,11125,2023-08-26 13:24:37
quali,1,"They've really worked the tyres on the Outland Max.",2023-08-26 13:24:29,6432,2023-08-26 13:24:36
quali,1,"Should we use mode 1 or 2? One minute. Let's have mode 2 for now. Mode 2 gives us more flexibility.",2023-08-26 13:24:12,10997,2023-08-26 13:24:34
quali,55,Mode warm-up and we will suggest short brake.,2023-08-26 13:24:22,7712,2023-08-26 13:24:32
quali,11,"So, mode 2, mode 2. We're just worried about this cell to the south that has gone pretty heavy. Someone just blew one of the first cars out.",2023-08-26 13:24:17,13536,2023-08-26 13:24:31
quali,22,Engine braking 12.,2023-08-26 13:24:24,5877,2023-08-26 13:24:31
quali,44,So the engine can stay running.,2023-08-26 13:24:21,5045,2023-08-26 13:24:27
quali,2,"One minute, one minute.",2023-08-26 13:24:18,6026,2023-08-26 13:24:22
quali,22,"OK, let's go.",2023-08-26 13:24:15,5344,2023-08-26 13:24:20
quali,1,Is there more rain coming? There is a cell passing to the south which is quite heavy. It just depends how much of that affects the track.,2023-08-26 13:23:58,13557,2023-08-26 13:24:15
quali,44,"It's just over a minute. Yeah, we're the same again then.",2023-08-26 13:24:08,7648,2023-08-26 13:24:15
quali,11,"We'll go strat 8. Do you want energy for a double push to begin?",2023-08-26 13:24:07,7669,2023-08-26 13:24:15
quali,16,10.,2023-08-26 13:24:08,4938,2023-08-26 13:24:11
quali,44,"That's a good one.",2023-08-26 13:24:02,5621,2023-08-26 13:24:07
quali,63,"Switching off. A for me, I will switch off.",2023-08-26 13:23:54,9589,2023-08-26 13:24:05
quali,2,"Okay, can I have mode 11 instruction, use the BIMI quick-flick for turn 11, please. Mode 11, think about BIMI quick-flick turn 11.",2023-08-26 13:23:52,10997,2023-08-26 13:23:59
quali,11,"OK, we've got 90 seconds.",2023-08-26 13:23:47,5600,2023-08-26 13:23:54
quali,1,We can leave the engine on idle.,2023-08-26 13:23:45,6709,2023-08-26 13:23:52
quali,63,0-1-30.,2023-08-26 13:23:42,6154,2023-08-26 13:23:49
quali,2,"It's 1.30, so switch off the engine. P1 back to P2, please.",2023-08-26 13:23:39,7498,2023-08-26 13:23:45
quali,1,"So that's 1 minute 40, Max. 1 minute 40.",2023-08-26 13:23:32,9248,2023-08-26 13:23:41
quali,2,"Okay, you'll be leading. You're gonna be leading. The people are coming now.",2023-08-26 13:23:33,7157,2023-08-26 13:23:38
quali,2,"Okay, look out, we have two new...",2023-08-26 13:21:38,5152,2023-08-26 13:21:41
quali,2,"Box, box. Watch out pit entry. Caution at pit entry. P2 is in 4 minutes 20. So we're going to move for another new set. No flap adjust. This is the peak of the rain. Stop in front of the garage. Quality time guys are waiting for you. Peak of the rain right now and we don't expect more after.",2023-08-26 13:20:49,19573,2023-08-26 13:21:13
quali,44,"Good time to pop out, no?",2023-08-26 13:21:00,4789,2023-08-26 13:21:04
quali,40,When it started to rain again I struggled to improve. I had massive front left.,2023-08-26 13:20:50,8522,2023-08-26 13:20:59
quali,24,Comment to the kart. Copy.,2023-08-26 13:20:54,6048,2023-08-26 13:20:58
quali,31,"That's when you will need to go and get weight.",2023-08-26 13:20:49,5322,2023-08-26 13:20:54
quali,16,Unbox and unpack.,2023-08-26 13:20:35,5002,2023-08-26 13:20:38
quali,40,Stop in front of the garage and switch off.,2023-08-26 13:20:34,5834,2023-08-26 13:20:38
quali,81,Stop in front of our garage.,2023-08-26 13:20:33,4725,2023-08-26 13:20:35
quali,18,"OK, Lance, rain heavier now, so take it very easy, take it very easy.",2023-08-26 13:20:26,7989,2023-08-26 13:20:33
quali,81,"Yeah, I could go quicker because of loss. Okay, no problem.",2023-08-26 13:20:26,8970,2023-08-26 13:20:31
quali,11,"OK, so watch out for the weighbridge, otherwise enter mat and switch off.",2023-08-26 13:20:19,7776,2023-08-26 13:20:26
quali,40,"On watch the bridge light on your right. Watch the bridge light, two fingers.",2023-08-26 13:20:19,7200,2023-08-26 13:20:22
quali,44,"So, check the white bridge on the way in and we'll stop at the box back in the garage.",2023-08-26 13:20:10,7306,2023-08-26 13:20:17
quali,2,"If it keeps raining, I don't want another turn.",2023-08-26 13:20:10,7306,2023-08-26 13:20:15
quali,40,"Box, box, box, box. Stop in front of the garage.",2023-08-26 13:20:04,6837,2023-08-26 13:20:10
quali,23,"So what's the weather now? What's it going to do?",2023-08-26 13:20:06,5920,2023-08-26 13:20:10
quali,2,"I'm happy on flap and on tyres. Everything felt good. So I don't know what I'm missing all the time. I might need some help from you guys. I could probably take one more turn of flap, but that's it.",2023-08-26 13:19:55,15989,2023-08-26 13:20:09
quali,77,You can stop in the pitstop position.,2023-08-26 13:20:06,5066,2023-08-26 13:20:07
quali,24,"Brake brakes. Copy, Zhou. Full switch off.",2023-08-26 13:19:59,8245,2023-08-26 13:20:06
quali,81,"Copy, heads north. Super easy to stay quicker than it. I'll try my best. Stop the lock, please.",2023-08-26 13:19:52,12170,2023-08-26 13:20:04
quali,55,And good job.,2023-08-26 13:19:57,4725,2023-08-26 13:20:03
quali,23,"So, I know it's only Q1, but still P1.",2023-08-26 13:19:57,6730,2023-08-26 13:20:00
quali,23,"OK, good job, Alex.",2023-08-26 13:19:52,6816,2023-08-26 13:19:57
quali,16,And no rain expected for Q2.,2023-08-26 13:19:49,6218,2023-08-26 13:19:56
quali,2,"Aye aye aye, alright. Yeah, that's what matters, that's what matters. Be back on flap and what do you think on tyres right now?",2023-08-26 13:19:47,9610,2023-08-26 13:19:55
quali,31,"Right, box now, please.",2023-08-26 13:19:51,4896,2023-08-26 13:19:55
quali,81,"If the conditions don't allow, then let me know. It is now raining. Potentially class 3 pitlane.",2023-08-26 13:19:44,8309,2023-08-26 13:19:50
quali,16,"Are we in? Yes, we are. For fuck's sake. Come on. Now, let's be honest. Traffic. The traffic is the most important. Car warm-up, everything. This is important. This is the only priority we have. Let's focus on that and everything will be fine. Otherwise we are going to be out in 2-2. We are lucky already to be in. Copy, understood.",2023-08-26 13:19:20,29600,2023-08-26 13:19:49
quali,11,"Yeah, expect this to be fairly short, just the next five minutes or so.",2023-08-26 13:19:43,7498,2023-08-26 13:19:49
quali,77,"So Zhou also knocked out the P16 in the end, followed by Ocon, Magnussen, ourselves and Lawson.",2023-08-26 13:19:40,9717,2023-08-26 13:19:47
quali,81,"Okay, reminder, as long as the conditions allow, the delta should be negative at the end of this lap. Delta negative but close to zero.",2023-08-26 13:19:35,9717,2023-08-26 13:19:45
quali,11,"It's raining a bit harder.",2023-08-26 13:19:38,4938,2023-08-26 13:19:44
quali,23,"Okay, so watch the waybridge lights and then we'll stop short. We'll stop in front of our garage, so follow Oli's instructions.",2023-08-26 13:19:37,9205,2023-08-26 13:19:44
quali,11,"Yeah, I'm OK.",2023-08-26 13:19:34,5408,2023-08-26 13:19:39
quali,1,"Yeah, it's just tricky on this track, you know, with so many cars.",2023-08-26 13:19:32,6538,2023-08-26 13:19:38
quali,20,"OK, Kevin. Stopping on the marks and going to P1, please.",2023-08-26 13:19:33,6453,2023-08-26 13:19:37
quali,1,"OK, slightly hectic, but good job in the airbags. P2, three hundredths behind Albon, who pitted for a fresh set of inters. P3, that's Piastri, three tenths behind you. He also pitted for a fresh set of inters.",2023-08-26 13:19:18,16501,2023-08-26 13:19:35
quali,24,"Yeah, I got caught out a little bit at the last sector, in the last corner. I think you saw on data.",2023-08-26 13:19:21,12149,2023-08-26 13:19:34
quali,11,"OK, so most people pit it for fresh inches.",2023-08-26 13:19:26,6474,2023-08-26 13:19:32
quali,27,"OK, watch waybridge lights, watch waybridge lights. Good job, Nico.",2023-08-26 13:19:26,7690,2023-08-26 13:19:30
quali,2,"Let's check our flag. I think we're good, I confirm, I think we're through. Just focus on keeping brakes, temperature and the tyres. And in the brakes, we use the odd car effect from the session.",2023-08-26 13:19:18,13130,2023-08-26 13:19:29
quali,22,"Let's try to brake turn 11.",2023-08-26 13:19:24,5856,2023-08-26 13:19:27
quali,77,"Don't know what happened there.",2023-08-26 13:19:24,5002,2023-08-26 13:19:25
quali,20,"Sainz six seconds behind. Looks like he's still pushing. Boxing this lap.",2023-08-26 13:19:13,10037,2023-08-26 13:19:22
quali,24,"Yeah, just Leclerc improved to where P is 16. Fuck, fuck! Mode end, mode end.",2023-08-26 13:19:10,10976,2023-08-26 13:19:21
quali,63,"Ooh, I had a bit of dragging into turn 1.",2023-08-26 13:19:16,6858,2023-08-26 13:19:20
quali,16,"OK, P14.",2023-08-26 13:19:12,8544,2023-08-26 13:19:20
quali,27,"Yeah, OK. Box now, Nico. Box now. It looks like you're safe. Be sure to watch rear bridge lights.",2023-08-26 13:19:13,9354,2023-08-26 13:19:19
quali,22,"Visa, P9.",2023-08-26 13:19:13,4810,2023-08-26 13:19:18
quali,14,"You're clear behind. You're clear.",2023-08-26 13:19:14,5109,2023-08-26 13:19:17
quali,77,"Okay, Valtteri, we are down to P19* and that's it.",2023-08-26 13:19:15,6197,2023-08-26 13:19:17
quali,55,"Start button on, come in. Start button on, come in and pit confirm.",2023-08-26 13:19:10,6965,2023-08-26 13:19:17
quali,23,So do what you can on the brake temp.,2023-08-26 13:19:14,5258,2023-08-26 13:19:17
quali,4,And stop in front of the garage. Engine off. And we are safely through.,2023-08-26 13:19:05,9034,2023-08-26 13:19:16
quali,81,That last lap was a pretty good one in the wetter conditions. Well done.,2023-08-26 13:19:11,7925,2023-08-26 13:19:15
quali,23,"Okay, that's Magnussen behind, so there's seven seconds of sight. I think most people have backed off though.",2023-08-26 13:19:08,7541,2023-08-26 13:19:13
quali,27,"Yeah, I got front time. Box. Copy that. Box now, Nico. Box now.",2023-08-26 13:19:03,10080,2023-08-26 13:19:13
quali,20,"Mode in, please.",2023-08-26 13:19:09,5941,2023-08-26 13:19:12
quali,63,"Obviously the track is going to be getting worse and worse now. Just have a think on the pit wall. I'm going to do a quick turnaround.",2023-08-26 13:19:03,9589,2023-08-26 13:19:11
quali,24,Are we out or about?,2023-08-26 13:19:06,5045,2023-08-26 13:19:10
quali,20,"Okay, I'm not sure if Nick is still pushing. He's two seconds behind. Just let him through. And we are boxing this lap. We're currently P17, Kev. P18.",2023-08-26 13:18:56,14218,2023-08-26 13:19:09
quali,18,Out three. Out three. Box. Delta negative. Delta negative.,2023-08-26 13:18:59,9632,2023-08-26 13:19:09
quali,16,Checkered flag.,2023-08-26 13:19:04,4725,2023-08-26 13:19:09
quali,31,"Let's go to dry on the multi, please. Dry on the multi.",2023-08-26 13:19:02,6517,2023-08-26 13:19:08
quali,22,"OK, we are in Q.",2023-08-26 13:19:04,5877,2023-08-26 13:19:08
quali,23,Hulkenberg 2.,2023-08-26 13:19:03,5066,2023-08-26 13:19:06
quali,11,"Okay, VTOL job.",2023-08-26 13:18:58,4938,2023-08-26 13:19:04
quali,40,"Anyway, very, very difficult situation, so good effort there.",2023-08-26 13:18:57,7008,2023-08-26 13:19:03
quali,18,"OK, Lance, P7 for now. You're safe. P7 for now and you're safe.",2023-08-26 13:18:51,7690,2023-08-26 13:19:01
quali,14,"Fast. Okay, box, box. Next fast car is Hulkenberg, seven seconds back.",2023-08-26 13:18:54,7541,2023-08-26 13:19:00
quali,23,"Okay, so Hulkenberg 3 pushing. Then there's an 8 second gap, so try and build some brake tempo if you can.",2023-08-26 13:18:51,8928,2023-08-26 13:18:57
quali,44,"So, currently P12. A few cars out there still take the flag, but yeah, I think we are safe.",2023-08-26 13:18:48,10293,2023-08-26 13:18:57
quali,81,"OK, that's the checkered flag. Recharge on. You're currently P3, Oscar.",2023-08-26 13:18:51,6474,2023-08-26 13:18:57
quali,2,"Close the lap mate, close the lap.",2023-08-26 13:18:54,4832,2023-08-26 13:18:56
quali,40,"OK, charge on and box, please. Charge on and box. That's P20.",2023-08-26 13:18:48,8330,2023-08-26 13:18:55
quali,55,"After having to take this, let me know if it's enough. You have P5, should be enough. OK. Carlos, you are safe, you are safe. OK. Thanks.",2023-08-26 13:18:36,17013,2023-08-26 13:18:54
quali,14,"Sergeant, two behind. So we are safe and under with the group. Sergeant, one behind. Fast.",2023-08-26 13:18:48,8394,2023-08-26 13:18:54
quali,24,"Bang! My lap was good until the second sector, losing so much. Lost the water.",2023-08-26 13:18:46,8864,2023-08-26 13:18:53
quali,77,"OK, copy. For reference, Zhou currently P15 in 22.0.",2023-08-26 13:18:47,6880,2023-08-26 13:18:50
quali,10,"So, pop some of that, please.",2023-08-26 13:18:46,4981,2023-08-26 13:18:50
quali,2,"Guys, Alex...",2023-08-26 13:18:45,4960,2023-08-26 13:18:48
